OTU	Size	full_tax	Phylum_order 	Phylum	Class	Order	Family	Genus
Otu0973	27	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu0974	27	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu0975	27	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu0986	26	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Prevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu0987	26	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Alloprevotella77;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
Otu0993	26	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu0997	26	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1016	25	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1018	24	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1021	24	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Porphyromonadaceae100;Butyricimonas100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
Otu1029	24	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1040	23	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1052	23	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1056	22	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1063	22	Bacteria100;Bacteroidetes100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;	01_Bacteroidetes	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified
Otu1066	22	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1071	22	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1072	22	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1087	21	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Paraprevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu1092	21	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1095	20	Bacteria100;Bacteroidetes100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;	01_Bacteroidetes	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified
Otu1108	20	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1114	20	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Prevotellaceae_unclassified100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_unclassified
Otu1115	20	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1120	19	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Anaerorhabdus100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Anaerorhabdus
Otu1121	19	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1132	19	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1142	19	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Rikenellaceae100;Alistipes100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu1165	18	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Porphyromonadaceae100;Porphyromonas100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
Otu1169	18	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1170	18	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Porphyromonadaceae100;Butyricimonas100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
Otu1178	17	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1187	17	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1193	17	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1194	17	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1202	16	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1204	16	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1207	16	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1211	16	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Alloprevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
Otu1223	16	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1227	16	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1240	15	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1244	15	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Prevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu1245	15	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1251	15	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1252	15	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1253	15	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Porphyromonadaceae100;Butyricimonas100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
Otu1259	15	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1261	15	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1271	14	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1274	14	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1275	14	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Prevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu1282	14	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Paraprevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu1283	14	Bacteria100;Bacteroidetes100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;	01_Bacteroidetes	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified
Otu1286	14	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1295	14	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1296	14	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Prevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu1299	14	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Porphyromonadaceae100;Butyricimonas100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
Otu1300	14	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Porphyromonadaceae100;Barnesiella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu1301	14	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1308	14	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1312	14	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1313	14	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Prevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu1314	14	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Paraprevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu1317	13	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Prevotellaceae_unclassified62;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_unclassified
Otu1320	13	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1325	13	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Rikenellaceae100;Alistipes100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu1328	13	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1332	13	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidales_unclassified100;Bacteroidales_unclassified100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	Bacteroidales_unclassified
Otu1345	13	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1357	13	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Porphyromonadaceae100;Parabacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu1366	12	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1367	12	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1368	12	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Prevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu1376	12	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1377	12	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1378	12	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Porphyromonadaceae100;Parabacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Otu1380	12	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Paraprevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu1381	12	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1382	12	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1386	12	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1391	12	Bacteria100;Bacteroidetes100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;	01_Bacteroidetes	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified
Otu1417	12	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Rikenellaceae100;Alistipes100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu1442	11	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Porphyromonadaceae100;Barnesiella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu1445	11	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1448	11	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Prevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu1450	11	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Paraprevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu1451	11	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1452	11	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1454	11	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Prevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu1457	11	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1461	11	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1462	11	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Prevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu1463	11	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1464	11	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Porphyromonadaceae100;Barnesiella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Otu1470	11	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1479	11	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1491	10	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1492	10	Bacteria100;Bacteroidetes100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;Bacteroidetes_unclassified100;	01_Bacteroidetes	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified
Otu1494	10	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1498	10	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1510	10	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1511	10	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Rikenellaceae100;Alistipes100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Otu1512	10	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1514	10	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1521	10	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1530	10	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Porphyromonadaceae100;Odoribacter100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter
Otu1545	10	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Prevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu1546	10	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu1560	9	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Prevotellaceae100;Prevotella100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu1565	9	Bacteria100;Bacteroidetes100;Bacteroidia100;Bacteroidales100;Bacteroidaceae100;Bacteroides100;	01_Bacteroidetes	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
